image_id,caption
121417,a woman is sitting with an umbrella outside
121417,A woman sitting on a bench holding a pink umbrella.
121417,A lady sitting on a bench on the side of a street holding an umbrella 
121417,A woman sitting on a bench with an umbrella on her head.
424521,A shirtless man doing skateboarding tricks near a stream
424521,A guy jumping high into the air with skateboard. 
424521,A boy jumping high in the sky on his skate board
424521,"This is a painting of a skateboarder in the midst of a jump, and his  surroundings."
23126,A man is standing on top of two horses and holding the reigns.
23126,A man is standing on top of two horses that are running.
23126,A man stands on the backs of two running horses.
23126,there is a man that is standing on top of a horse
72281,The young man in the cap jumps up on a skateboard.
72281,A man on a skateboard with a hat. 
72281,A skateboarder jumping over an obstacle on his board.
72281,A guy on a skate board high in the air.
72281,A man that is in the air with a surfboard.
531036,A double decker bus is stopped with a man in a vest looking in.
252507,A man riding skis across a snow covered slope.
252507,a man on skis standing on a snowy terrain 
580197,Two men in bow ties standing next to steel rafter.
580197,Several men in suits talking together in a room.
580197,An older man in a tuxedo standing next to a younger man in a tuxedo wearing glasses.
580197,Two men wearing tuxedos glance at each other.
580197,Older man in tuxedo sitting next to another younger man in tuxedo.
424551,a man on skis stands on a snowy hill side 
170613,A couple of women are at the beach with surfboards
383606,A blue corner sink with a man reflected in the above mirrors.
383606,A man holding a camera reflected in a bathroom mirror that sits above a sink and next to a door.
47740,A man lies on the beach while someone else holds a kite.
47740,A man lying on a beach by a person with a kite.
47740,A man laying on top of a sandy beach.
47740,A man in shorts is laying on the beach.
367228,Young man flying a kite over a grassy area by water.
367228,A young girl flies a kite in the grass by the water.
367228,A man is flying a kite in the middle of a field next to the ocean.
367228,A young woman flies a kite near a body of water.
39551,A woman that is standing on a tennis court with a racquet.
39551,A lady wearing red playing tennis on a blue and green court.
39551,A female tennis player prepares to swing at a tennis ball.
39551,"A female tennis player with ball in front of her, racket drawn back."
236166,A man holding a small white dog while wearing a black hat.
236166,a man wearing a hat holding a dog wearing a hat
236166,A man holding a dog wearing a costume in his arms.
236166,A man in period costume holds a dog in period costume.
236166,Man cradling dog dressed in uniform with it's head resting on his shoulder.
522889,"a black woman wearing white attire and shoes running on a tennis court,"
522889,A woman who is running and swinging a tennis racket.
522889,A female tennis player swinging her racket and running
465549,A boy and a girl play on the Wii gaming system.
465549,Two girls are playing video games in a living room.
55950,a man is playing tennis and is going to return the ball
55950,a man playing tennis on a tennis court
55950,A man at the net makes a forehand volley in a tennis match.
55950,A young man playing tennis and preparing to hit the ball.
55950,a man is on a court with a tennis racket
334483,A group of women standing around a cake cutting slices.
121497,A group of men and women operating a juicing machine. 
563882,A woman sitting in a seat holding a cell phone.
563882,people in a meeting and a lady with a very nice phone
400044,an image of a man on skis' doing tricks
47801,A bald headed man eating a slice of cake.
47801,a man that is eating some kind of piece of cake
47801,"A man posing for the camera, eating a piece of cake."
47801,A man with glasses on biting into a piece of cake.
490171,A man and a dog riding a surf board in the water .
490171,A man and a dog paddle on a surfboard. 
490171,A man in a wet suit riding on a surfboard with a dog.
490171,A man and a dog are in the ocean sharing a ride on a surfboard.
318138,a girl is playing with a video game controller
318138,A woman holding a Nintendo Wii game controller in her hand.
318138,A girl playing Wii holding two remotes 
318138,A girl playing a video game with several other people nearby.
531135,A group of men on a field playing baseball.
424642,two men in the middle of the woods playing frisbee golf.
424642,Young men playing disc golf in treed area of park.
416451,Two men in living room playing a game with a Nintendo Wii controller.
416451,A man standing on a stair stepper holding a Wii controller.
334530,A man riding a surfboard inside of a wave.
334530,an image of a man riding the ocean waves on his surfboard
334530,A man surfing through a very large wave that is coming over his head.
334530,A surfer rides his board inside an arching wave.
375493,A woman in yellow shirt and skirt with cats in grass.
375493,A woman wearing a jean skirt standing next to a fire hydrant.
375493,a woman standing next to a yellow fire hydrant
375493,A woman wearing a yellow top and a jean skirt standing next to a yellow fire hydrant. 
580294,A beautiful woman cooking food in a kitchen.
580294,A woman makes eggs on the stove top.
580294,A lady is preparing pancakes in a charming white kitchen.
47819,A man standing behind a brown horse carrying lots of luggage.
47819,A man standing next to a donkey loaded with luggage 
47819,a man standing next to a horse in the woods
47819,A man standing next to a donkey with a lot of baggage on it.
129756,A man that is standing in the grass near animals.
129756,there is a man standing on a hill with sheep and two dogs
129756,A man is standing on a grassy hill with some sheep and dogs.
129756,A shepard and his dogs herding a flock of sheep.
129756,An old shepherd with two dogs watching his sheep on a hill.
514797,a man swings a glider across a big buidings roof
514797,Several men attempt to fly a kite on a beach.
514797,A couple of men reaching up towards a blue kite.
514797,The men are trying to fly their kite by the water. 
6894,A man getting a kiss on the neck from an elephant's trunk
6894,A man being kiss by a baby elephant with it's trunk.
6894,A man throws his head back as an elephant touches his face with its trunk.
6894,An elephant using his truck to cuddle with a man.
6894,A man is playing with an elephant in a field.
121591,There is a man skateboard on the side of a wall.
121591,A young man is skateboarding on a wall and holding onto a bar. 
121591,a man going up a ramp on a skateboard
121591,A man performs a skateboarding trip on a pink half-pipe.
432898,The man is flying his kite in the sky. 
432898,A man standing on a lush green field under a kite.
432898,A man is bluing a kite in an open area.
473869,A man looking at camera preparing food in kitchen
473869,A man is stirring something in a small bowl.
473869,The man is holding a bowl over dough on the kitchen counter. 
473869,A man standing in a kitchen cooking food.
473869,A man standing in a kitchen preparing a meal.
88848,"Multiple pictures of fire hydrants, a woman standing near a tree, and people posing in front of a boat."
236308,A couple of men in skies on a snowy slope
129812,A man riding skis while flying through the air.
129812,A fuzzy picture of a man in the middle of a skiing jump
162581,A man wearing a white tshirt hits a tennis ball.
162581,A man on a court with a tennis racket.
162581, A man playing tennis in a tennis court runs to hit he ball 
162581,A man on the court with his tennis racket raised.
162581,A man playing tennis is swinging his racket.
252701,a man on a blue surfboard on top of some rough water
252701,A young man is on his surf board with someone in the background. 
252701,A young man rides a surf board on a small wave while a man swims in the background.
252701,A boy riding waves on his surf board in the ocean. 
80671,The woman is learning how to ski on the snow.
80671,A woman touching her skis going down a ski hill.
506656,a guy standing in front of a few horses.
506656,a man pets a horse attached to other horses 
506656,A man standing in front of a few horses on the street.
506656,A man standing in front of some Clysdale horses in front of some houses.
449312,A woman standing behind a counter where several desserts are displayed in a glass container.
449312,a woman sits behind a case of pastries 
449312,A woman sitting in front of a case filled with sweets.
449312,a woman staring and some do nuts in a plate
449312,a woman standing near some cakes in a glass
6954,Five small boys sitting on the grass holding two frisbees
301867,Three teenage girls hover under an umbrella while they talk and laugh.
301867,Three girls walking down the sidewalk under a sun umbrella.
301867,Three young women smile brightly together under a large umbrella.
252716,The woman walks far away from the Frisbee laying near a tree.
252716,A woman walking up to get the freeze bee.
105264,A group of young men standing on top of a sandy beach.
105264,Young men playing on the beach with a cow in the foreground.
154425,A small boy trying to fly a small kite
154425,A young boy flying a colorful kite on top of a sidewalk.
154425,A young boy gets ready to fly a kite.
154425,A boy with a kite is standing on a sidewalk.
154425,A boy holding a kite while standing on a sidewalk.
23359,A man flying through the air while riding a snowboard.
23359,a man kind of high in the air while doing a snowboard trick 
23359,A young man is snowboarding on top of some snow. 
121673,A man in a red t shirt riding a wave on top of a surfboard.
121673,A man balancing his surfboard on a wave.
121673,The man is surfing through the waves in the water.
121673,"A man in a wetsuit and red shirt, riding a surfboard at the edge of a wave."
506707,A man is running the bases in a baseball game. 
506707,A man is runing to home base in a baseball game.
506707,A man in a white shirt and gray pants walks toward a grassy area as kids in baseball uniforms and an umpire are near him.
457559,A group of young men playing a game of soccer.
457559,Young men avidly playing soccer on a green field
383838,A woman that is looking at a white remote.
383838,A woman in a red shirt is looking at her phone.
383838,A woman holding a Nintendo Wii game controller near a man.
383838,A woman in a red top inspect the remote control panel's features.
383838,A woman is playing with a video game controller.
383842,"A lady hold a game controller, pointed towards a laptop."
383842,this lady is using controllers and those men are watching
383842,a lady that has  a wii remote in her hand
383842,Several professionally dressed men watching a woman holding a Wii controller
252776,a man glares as other people behind him look on
252776,A man is on the court holding his racket. 
252776,A brunette male tennis player stands ready to receive a serve. 
252776,A man is about to serve a tennis ball.
39785,A woman in black wetsuit surfing on wave river.
39785,There is a man surfing on some waves.
187243,A woman laying on a bathroom floor next to a toilet.
187243,A woman laying down on a bathroom floor by a trash can. 
211825,A man blowing out candles on a cake.
211825,A man blowing out a birthday cake with many candles.
211825,A man blowing out candles on a cake.
211825,A man blowing out candles on a cake
187249,A TV with a man and a woman on it's display.
187249,Television showing a movie with one man threatening another with a razor blade.
187249,A tv on with a man holding a knife at a guy's head and a bottle of mineral water in the foreground 
228214,A Marine that is looking at his cell phone.
228214,A full dressed marine is looking at his cell phone.
228214,A man in uniform is looking at his phone.
228214,A service man is looking at his cel phone.
88951,A man and his dog sit at the park.
88951,A man sitting at a green bench next to a tall tree.
88951,A man sits on a bench with a dog laying at his feet.
88951,A man and his dog enjoy an afternoon in the park
88951,Dog and his human walking partner relax in a park.
203639,A girl in a dress and shirt standing in a field.
203639,A woman in a red dress standing on top of a lush green field.
203639,A young woman stands still on a grassy patch 
203639,a woman wearing a dress and a bow tie in a pasture
203639,This girl is looking down at her shoes.
564091,A woman is sitting at her jewelry display and talking on the phone.
564091,A woman talks on the phone in front of a jewelry display
564091,a woman selling jewelry laid on a blanket on the sidewalk
564091,woman talking on cell phone while doing arts and crafts.
564091,A woman sitting next to a display on the ground of jewelry is talking on the phone.
334719,A woman and kids on a beach with a large rocky area in background.
31620,A woman in a white dress and a man in gray stand near a cake on a white table under a white canopy.
88970,A man serving a tennis ball on top of a tennis court.
88970,A man playing a tennis match is serving a tennis ball.
88970,A man on a tennis court about to hit the ball.
236426,A man swinging a tennis racquet at a ball on a court.
465806,A woman touching a plastic container sitting on a table.
326542,there is a male skier going down a hill
326542,this is a man skiing down a snowy slope
326542,a man riding skis down a snow covered slope.
121744,A tennis player with his leg up in the air and a racket in one hand.
121744,A man with his leg up looking in the air.
121744,A tennis player looks up with his leg in the air as photographers snap photos.
121744,A man standing next to a beautiful woman in a short blue skirt facing the crowd.
129945,a man is swinging a baseball bat at a game
465822,A woman standing in front of a camera in a room filled with a group of people. 
465822,a lady operating a video camera in a computer class
465822,A woman in white mans the camera that is recording the meeting.
465822,A woman standing behind a camera near a laptop computer.
441247,A woman standing in a kitchen next to a table.
441247,The woman is working at the kitchen counter.
441247,a woman in a blue dress some black chairs and another person looking in an oven
441247,Man and woman in the kitchen of a white house.
293794,A man looking over a full stand of bananas.
474021,Two men are standing while playing a video game.
474021,Two men playing an interactive video game in a room with friends.
261036,A boy standing in the grass with a frisbee.
261036,A little boy is playing with a purple frisbee.
465836,A group of men standing next to each other.
465836,Three men are skiing down a snow covered hill.
7088,A little girl is holding an umbrella on a wet day.
7088,A perfect pose by a little girl with an umbrella in the rain.
7088,A little girl holding an umbrella in the rain. 
7088,A little girl holding an umbrella while standing outside.
474028,A little boy grips a soccer ball in his arms surrounded by other youth soccer players.
342971,A man catching a green Frisbee next to a  field.
342971,A man wearing sunglasses and a coat catching a frisbee.
342971,A boy outside reaching to catch a frisbee.
342971,A man reaching out to catch a frisbee.
179141,two women and two men smiling over a pizza 
441286,A man surfing the waves on a surfboard in the ocean. 
261061,A young lady throwing a blue frisbee while standing on a lush green field.
261061,A blurred action photo of a girl throwing a disc
261061,a girl wearing an orange shirt on some grass
261061,A girl throwing a boomerang in a backyard.
170955,A man in suit and tie walking in front of a white building.
64462,A female skier stops and poses for a picture
64462,A woman smiles as she stands in skis on a snowy hill.
64462,A woman on skis on a ski slope posing for a picture.
515025,A woman in black jacket watching a cat eating from pizza box.
515025,A woman looking at a cat licking pizza grease
515025,A woman holding a white and brown cat.
515025,A man sitting at a table with a cat eating food.
515025,A woman looking with shock as a cat eats a pizza.
474078,A baseball player at home base is swinging his arm to hit the ball. 
556000,A boy playing wii in the living room while several other children watch.
187362,A man and his surfboard survey a stormy sea
187362,A man with a surfboard is watching the waves.
187362,A man holding a surfboard on top of a sandy beach.
187362,A man stands on the beach holding his surfboard.
261097,a man plays tennis in front of a large audience
261097,A man in black shirt and white shorts on a tennis court.
39914,A woman and small child are trying to fly a kite.
39914,Just a little help from Mom will get his kite up in the air.
39914,A woman and child play with a kite in a park.
39914,A lady and her child outside playing with a kite.
39914,An adult tries to help a child with her kite.
474095,A man sitting on a toilet with a cigarette and beer can in hand.
474095,A man sits on the toilet while smoking
474095,a man that is nealed down in a bathroom
474095,A man on the toilet drinking a beer and smoking a cigarette. 
97278,Young man on top of a snowboard wearing maroon jacket. 
97278,a young boy is standing on a snowboard 
97278,A man riding a snowboard on top of snow covered ground.
97278,A woman in blue jacket standing on a snowboard.
269316,four men playing frisbee in a fenced park
269316,A group of men on two teams are playing Frisbee.
269316,A group of men playing a game of frisbee.
269316,Four men playing Ultimate Frisbee in a park.
269316,A bunch of men are running to catch the frisbee that is thrown.
515077,a lady playing with a wii on a large screen
515077,A woman is playing video games on a screen
515077,A woman is walking towards a screen that is playing a movie.
64523,A black and white photograph of a female tennis club.
64523,An all female tennis team taking a group photo on a tennis court
64523,A team of girl tennis players gather together at the net for a group picture.
64523,Eleven girls in tennis outfits pose for a picture with their racquets on a tennis court.
547854,A little girl sitting in front of a white plate with pizza.
547854,The little girl is busy eating her pizza at the table.
424975,A graffiti covered building with a woman walking past it.
482319,A man and women who are looking at a small child.
482319,A young boy holding a child on top of his lap.
482319,A man and a woman playing with a baby.
482319,a man holding a kid and a mother smilling
482319,a man and woman play with a small child 
39951,A young boy taking a swing at a tennis ball
39951,A boy hitting a tennis all with a racquet.
39951,A little boy with a red baseball cap playing tennis. 
39951,A boy is hitting a tennis ball on a tennis court. 
39951,A young man hitting a ball with a racquet.
490515,A man is falling on his back while snowboarding.
490515,A man riding a snowboard on a snow covered slope.
154644,Woman listening on her phone while smoking a cigarette.
154644,a woman smoking while talking on a cell phone
154644,A woman is talking on her phone while dragging on a cigarette.
48153,A woman showing off her pink pointy-toed heels.
48153,A woman wearing blue jeans with a sexy foot in a pink shoe.
48153,A lady wearing a pink shoe and blue jeans.
146457,Two little girls in the kitchen making  cheese pizzas.
146457,The boy and girl are making pizzas together.
146457,Two little girls standing next to each other making pizza.
302107,A man swinging a baseball bat during a baseball game.
80932,I young boy eating a large piece of pizza.
80932,A young boy sinking his teeth into a piece of pizza
80932,A little boy sits at a table in a restaurant eating a slice of pizza.
449579,A strong woman is playing tennis on a court.
449579,A women who is about to swing at the ball while playing tennis.
449579,A woman holding a tennis racquet on a tennis court.
547886,The men are riding their horses down the beach. 
433204,A man on a motor bike riding down the street.
433204,A man riding a motorcycle down a small paved road.
449603,A man riding a wave on a surfboard in the ocean.
31817,A man riding a motorcycle while eating food.
31817,A man leans forward on his motor bike as he sits in traffic.
31817,A man on a motor scooter waiting in a group of motor scooters.
72795,The batter is tapping his bat on home plate.
154718,A man is looking into a disgusting toilet 
441442,a man is riding a brown horse down a green field
441442,A young girl rides her horse in the middle of a course.
441442,a girl in full riding gear riding a brown horse
7278,there is a male surfer that is riding in the wave
7278,a man on a surf board rides a wave 
7278,"A man in a wet suit riding a wave on a surf board.
"
7278,A man that is on a surfboard in the water.
564336,a man at a restaurant using his laptop 
564336,A man sitting in front of a laptop computer.
564336,there is a man sitting at a table and using a lap top
7281,Two men smile as they ride horses on the beach.
7281,Two men are riding horses along the beach.
498807,A young girl tries to keep her balance on a surfboard.
498807,Young girl in black balances on a pink surfboard.
498807,A girl in black wet suit riding on a surfboard.
498807,A young girl riding a surfboard in the ocean
449661,A woman lies in a hospitable bed in a panoramic scene of the room.
449661,A lady laying in a bed in a room full of stuff.
449661,Panoramic view of a hospital room with medical machines and a woman lying in hospital bed.
556158,A man on cross country skis at the edge of a trail.
556158,A man on skis standing in the snow.
556158,A man riding skis while holding two ski poles.
384136,A woman points a hair drier like it is a gun.
384136,A woman is pointing and holding a hair dryer.
384136,A young woman holding a hair dryer like a gun.
384136,A woman brandishes a hair dryer with a suspicious look
40083,Two men sitting underneath an umbrella on a sidewalk.
40083,two men sitting under an umbrella on the sidewalk 
457884,The young boys are playing a game of baseball in the park. 
457884,A boy trying to catch a ball at a little league game
556193,One guy is showing another guy the intricacies of the Wii. 
556193,Two men are holding video game controllers preparing to play.
556193,Two men standing in front of a flat screen tv.
556193,Two men are playing a Wii video game.
556193,Two men both working on the same computer screen.
343218,a man with a tennis racket gets ready to swing his racket 
343218,A man holding a tennis racquet on a court.
343218,A man who is playing tennis on a tennis court.
343218,A man standing on a tennis court holding a racquet.
474293,A woman walking past a store front on the sidewalk.
400573,A man biting into a doughnut with a sly look.
400573,A man wearing glasses eating a donut. 
400573,there is a man wearing glasses and eating a donut
400573,A man wearing glasses eating a glazed donut out of doors.
400573,A man taking a bite of a doughnut while wearing glasses.
122046,A woman is sitting in a chair with an umbrella.
122046,A girl with an umbrella in a chair
122046,"a young Asian woman model sitting on a folding chair in a sleeveless dress, high heels and holding an umbrella"
122046,A woman sitting on chair holding an umbrella.
122046,A woman poses for a photo as she sits on a chair with an umbrella
187585,a young man is on his skateboard doing a trick 
187585,A man is doing tricks on a skateboard.
187585,A man who is riding on a skateboard.
187585,a boy is riding a bowl on a skateboard
441543,A woman with a large umbrella in a busy square. 
441543,A beautiful red haired woman holding a colorful umbrella.
441543,A woman holding a multiple colored umbrella in a crowd of people.
212166,A little boy making a mess with his dinner.
212166,a small child with his fingers in his mouth and plate of food
408774,a man catching a ball in the outfield during a baseball game.
408774,A man diving for a baseball as another runs towards home plate.
367818,A woman in tight blue jeans standing next to a brown horse.
367818,A woman wearing a cowboy hat posing with a horse.
367818,A smiling young woman posing with a sleek brown horse.
367818,A midsized horse in a field with her rider standing
367818,A pretty young woman is posing with her horse.
572620,A man riding a skateboard on top of a ramp.
572620,A crowd looks on as a young man does a skateboard trick.
572620,A man on a skateboard on a ramp in front of spectators.  
572620,a man with a hat jumping a barrier with a skate board
89296,A man holding a baseball bat preparing to swing it
89296,Baseball player in the cage practicing his swings
89296,A man in red jacket and shorts in a batting cage.
89296,A man gets ready to swing at a pitch during batting practice
89296,The baseball player is practicing his swing for his favorite game.
474344,A man holds a bat while a woman watches.
474344,A man is at bat ready is playing baseball while a woman watches.
474344,A man holding a baseball bat at a home plate.
474344,a man in a head band gets ready to swing a bat 
474344,A man who is holding a baseball bat.
146667,A woman digging through the storage compartment on her moped.
146667,A woman digs under the seat of a moped.
146667,A woman looking in the compartment of a moped.
146667,A woman puts her market shopping in her motor scooter seat
146667,A woman checks out a motorcycle in a parking lot
15597,a male shirtless skateboarder is doing a trick
15597,A man riding a skateboard on top of a cement rail.
15597,A man with a cowboy hat on doing a trick on a skateboard.
441586,A man on a piece of equipment resembling a bicycle that has very large wheels.
441586,A man on a beech vehicle making his way thru the sand.
441586,A man standing on a vehicle with two large wheels.
531707,Four older men sitting on a wooden bench.
359677,A man riding a kiteboard over the ocean under a gray sky.
359677,A kite surfer gets high in the air while his kite is out of the picture frame.
359677,A man is above the water enjoying some skiing. 
359677,A man holding on to a para sail handle being lifted into the air over the ocean.
195842,a room that has a lady with a remote in hand
195842,A woman in a messy living room playing the Wii.
195842,a man plays Wii Sports boxing in a very messy living room
425221,A man waits in an airport terminal as planes take-off.
515350,A man riding a wave on top of a surfboard.
179487,A woman tennis player is about to return the ball. 
179487,A woman hitting a tennis ball with her knees bent.
179487,a woman playing tennis and others watching her
179487,The woman is on the court playing a game of tennis. 
179487,A woman player is squatted down playing tennis.
351530,There is a long line of wooden chairs and two women sit. 
351530,The two women sit on a bench together.
15660,there is a man on a surf board in the ocean 
15660,a man out in the water next to his surfboard watching some kites
15660,A man para glides in the water while others do so nearby.
163118,The two men are jumping to get the frisbee.
163118,Two young men playing a game of frisbee.
163118,Two men playing frisbe on an indoor court.
122166,The cars are travelling behind the guy on the bicycle
122166,a woman rides a bike in front of some cars 
122166,A woman on a bike rides on the street in front of cars.
122166,A woman is riding her bike down the street in front of traffic.
326970,A man and two women sitting on a tan ledge.
458045,Little boys playing on a baseball field in baseball uniforms. 
458045,A young boy swings a bat during a children's baseball game.
32081,A woman holding a tennis racquet on a tennis court.
32081,A woman on the tennis court playing tennis
32081,there is a female tennis p;ayer that is about to serve the ball
32081,A woman in a skirt preparing to hit a ball while playing tennis.
32081,A woman swings her tennis racket while reaching upward.
187734,Man and women gather around to play a video game.
7511,A man is flying a kite at the beach.
7511,A man flying a kite with two strings on a beach.
507223,A man that is standing in the dirt with a bat.
507223,The player approaches home plate to take his turn at bat.
23899,Three young men playing Wii on a projection television.
23899,Three men laughing at some pictures from a projector.
23899,A group of men playing a game with remote controllers.
64868,A man smiles maniacly while putting a dog into an oven.
64868,a man holding a cat in front of a stove 
64868,a man putting a puppy inside of an oven.
64868,A man acting like he's going to put his dog in an oven.
122217,Two male skateboarders rolling down a paved slope.
302452,A woman holding up a large bottle so a baby giraffe can drink from it.
302452,A woman feeding a giraffe with a bottle at the zoo
449909,A young boy standing on a field next to a giraffe.
449909,A boy takes a picture of a seated giraffe
449909,A boy looking at a giraffe laying down.
449909,a man looking at a giraffe sitting down.
171382,A young man doing a flip on a skateboard in the middle of a busy street.
171382,A man is doing a skateboard trick in a city.
171382,a man is doing skateboard tricks off the side of a busy street
171382,A man doing a leap on a skateboard on a city sidewalk.
376206,A man is surfing in the ocean on a large wave.
376206,A man on a surfboard  surfing a nice big wave
376206,A man crouched on a surfboard as he rides under a wave.
376206,A man is riding the giant wave on his board. 
376206,a man riding a surfboard under the swell of a wave 
138639,A group of men standing on the side of a street.
548246,A group of men talk on a tennis court.
359833,A young boy reaching up to grab a red apple.
359833,A little boy grabbing an apple from a box of apples.
204186,Spectators enjoying a show of two men on four-wheelers.
204186,Two men ride on atv's and tilt them to the side.
204186,Two men doing a stunt show on four wheeler ATV vehicles.
204186,A young man performing a trick on an ATV on a field.
343453,A woman stands on a snow covered hill. 
343453,woman poses during a cross country ski run
343453,a woman wearing skis on a snowy mountain posing for the camera. 
343453,A woman is on skis on the ski slope.
261535,A woman in white dress playing a game of tennis.
261535,A woman holding a lemon by her side and a tennis racquet in the other hand.
261535,A woman who is holding a tennis racket and scratching her butt.
261535,A barefoot woman walking with a tennis racket and her hand on her butt. 
261535,A female tennis player lifting up her skirt
400803,A man standing on top of an orange boat on a river.
400803,A man is standing on the edge of a orange boat
220584,a surfer that has fallen off of his surf board
220584,A surfer loses his balance at the end of a ride
220584,A man in wetsuit and a surfboard in the waves.
220584,A surfer falls off of his board at a beach.
482735,A man in a wet suit riding a wave on a surfboard.
482735,A male surfer on a white board riding a wave.
482735,The waves crash behind a man surfing in the ocean. 
482735,a guy in black water suit surfing a wave.
482735,A man on a surfboard riding a wave in the ocean.
48564,A man standing in the snow while talking on a cell phone.
48564,A young man dressed for skiing talking on a cell phone.
48564,A young man talks on his cell phone.
48564,boy on ski slope talking on cell phone.
48564,A young man with ski goggles talking on a cell phone on a snowy day.
163257,A man in a neon green shirt and black pants holding a pink umbrella.
163257,A man in a florescent green hoodie holding a fuchsia umbrella.  
163257,A man holding an umbrella on a sidewalk.
163257,A man holding and dancing with an umbrella.
163257,A man holding a pink umbrella standing on his tip toes.
179642,A man without a shirt sitting in front of a fan.
179642,A shirtless man sits in front of a fan. 
179642,A shirtless man sitting down at a tennis match with a fan in his back.
73153,A close up of bark on a tree with a young man on a cell phone in the background
73153,A man standing with a cell phone by a tree.
581062,A man rides his skateboard near a drain pipe system. 
581062,A guy rides a skateboard in an overflow ditch
581062,a boy on a skate board riding on concrete
343496,a woman walking by a stop sign while holding a bag 
343496,The Pleasant Lane street corner and a woman carrying bags
343496,The woman who has bought her groceries is crossing the street.
294350,A man preparing food in a restaurant kitchen.
294350,A man who is cutting something in a kitchen.
294350,A man standing in a kitchen preparing food next to other cooks.
24021,Male children and young men in a large group picture.
24021,A group of young men pose for a picture with some adults.
24021,A group photo of men and boys from the Goodmayes Boys School dated April 1929.
335328,A man and a young child in wet suits surfing in the ocean.
335328,a man and small child standing on a surf board  and riding some waves
335328,A young boy on a surfboard being taught to surf.
417249,A woman is carrying many packages in an office building
417249,A woman carrying luggage and many boxes in an airport.
417249,this is a woman pushing some luggage at the airport
572900,A man holding a white frisbee in his right hand.
572900,a man throwing a Frisbee in front of a building
572900,A man is exiting the building and greeting someone.
572900,A man tosses a frisbee across to his friend
572900,a young man wearing a blue shirt is throwing a frisbee
212453,A bath scene with a toilet and a wallpaper with a woman on it.
343524,A man holding a tennis racket and ball as if to start a serve.
343524,A man poised with racket on a tennis court.
343524,A male tennis player is preparing to serve the ball tennis court
343524,A man holding a tennis racquet on a tennis court.
343524,A man getting ready to serve a tennis ball.
458223,a man walks along his bicycle near the ocean
458223,A man with a bike walks towards a red lighthouse.
458223,A man is on a channel boardwalk by a lighthouse.
376307,The two women sit near the blender next to a table covered in fruit. 
548339,The boy is trying to hit the baseball during the game. 
548339,A little boy in a black baseball helmet and a red and white uniform with a blue baseball bat. 
548339,A boy swings his bat at a baseball game as people watch on the bleachers behind him.
548339,A man is swinging at a ball during a baseball game.
548339,a young boy holding a bat at a baseball game
515577,A man riding skis down a snow covered slope.
515579,A man holding a ball while standing next to a gate.
515579,A man walking while holding a ball in his hand. 
515579,A man throwing a ball while smiling and on a field. 
515579,A man throwing a ball in a black and white photo.
458255,A little girl is laying in bed with a book and a cat is next to her.
458255,a woman laying in bed reading a book with a cat sitting on top
458255,A girl reading a book in bed with a cat 
458255,A little girl laying in bed holding a book next to a black cat.
458255,"A woman lies in bed reading a book, and petting a cat."
237071,A man standing on a tennis court holding a tennis racquet.
237071,The young man in the blue shirt is playing tennis
237071,The young man is playing a game of tennis.
237071,A man running with a racket trying to .hit a tennis ball
130579,A man in a baseball uniform standing on a mound of a field.
130586,a boy making a face while running to get his kite in the air
130586,A young boy is flying a kite in a park. 
130586,Kid is over joyed as he flies his multi colored kite
130586,A boy running while holding onto a kite string.
450075,A person helping a woman put on a tie. 
450075,A woman helping another woman with her tie.
450075,A person is tying a tie around a girls .neck.
450075,A woman that is tying a tie onto another woman.
450075,A woman is getting her tie adjusted in the city.
130599,A man punching an innocent giraffe in the side of it's head.
130599,A young man is playing with a giraffe
130599,A man pretending to punch a giraffe sculpture.
130599,A man is miming punching a giraffe statue.
130599,A man is pretending to hit a statue of a giraffe.
196141,A young man swinging a baseball bat in front of a catcher.
245311,A man working the counter at a pastry shop.
245311,A man baking and preparing donuts to sell at shop.
351810,A woman sitting at a table in front of a pile of luggage
351810,A pile of luggage in a room with two women nearby.
245320,A man performing on a skateboard ramp jump.
245320,A man riding a skateboard down a cement ramp.
245320,a guy riding his skate board on the sidewalk
310862,A man is frowning while standing in an empty room.
310862,A man in formal business attire stands in an office and looks angry.
310862,"An office view shows cubicles and overhead lights in the background, and to the front ,  a serious looking man with a beard, vest and colorful tie. "
310862,A man wearing a gray vest and a red stripe tie.
351823,A man holding a tennis racquet on a tennis court.
351823,A man holds a tennis racket on a tennis court.
351823,A man standing with a racket on a court.
351823,A man taking a swing at a tennis ball
507473,A girl is taking a selfie while brushing her teeth.
507473,A woman taking a picture of herself while brushing her teeth
507473,A woman brushing her teeth while taking a selfie 
507473,A woman brushing her teeth while taking a picture of herself
15956,A woman exercising a brown horse in a riding ring.
15956,A woman is in a barn with a brown horse.
15956,A woman training her beautiful brown horse. 
15956,A woman with a brown horse in a dirt area of building.
15956,A woman and a horse in a barn with dirt floor.
458325,A man on his skateboard is riding between the parked cars. 
458325,A man in blue shirt on skateboard next to cars.
458325,A man riding a skateboard down a street next to parked cars.
187990,A boy is riding a skateboard on a ramp.
187990,A boy skateboarding on a stake board ramp
187990,A man who is skateboarding on a ramp.
187990,A young boy riding a skate board inside a building.
187990,A boy doing a trick on a skateboard on a ramp.
532058,A boy sipping a milk bottle while lying on a bed.
532058,A little boy drinking milk from a bottle while laying in bed.
532058,A young boy lying in a bed with a sippy cup.
171611,A man and a dog on a boat in the water.
171611,A man on a boat with his dog.
