image_id,caption,new_caption
571718,A man looks at a cart full of bananas.,a woman looks at a cart full of bananas.
571718,Bananas being sold and a man looking at them.,bananas being sold and a woman looking at them.
571718,A man with graying hair looks down at a stand full of yellow bananas.,a woman with graying hair looks down at a stand full of yellow bananas.
6471,A baseball player holds his bat and waits for the pitch. ,a baseball player holds her bat and waits for the pitch. 
6471,A man at bat waiting for a pitch with a catcher and umpire behind him and players from the opposing team in the dugout.,a woman at bat waiting for a pitch with a catcher and umpire behind him and players from the opposing team in the dugout.
293200,A young boy flying a kite with other people.,a young woman flying a kite with other people.
112997,a man that is holding some kind of radio ,a woman that is holding some kind of radio 
112997,a man is seen holding a very old cellphone ,a woman is seen holding a very old cellphone 
383339,A man surfing in the ocean as the sun sets.,a woman surfing in the ocean as the sun sets.
383339,A man surfing in the ocean at sunset.,a woman surfing in the ocean at sunset.
31093,A man on a skateboard is doing a trick.,a woman on a skateboard is doing a trick.
31093,A male skateboarder is trying to pull off a trick on the ramp. ,a woman skateboarder is trying to pull off a trick on the ramp. 
31093,a man doing a skateboard trick on top of pool ,a woman doing a skateboard trick on top of pool 
31093,A man on a skateboard wearing a helmet and safety pads while riding in an empty swimming pool.,a woman on a skateboard wearing a helmet and safety pads while riding in an empty swimming pool.
285047,A man sitting at a table viewing a mobile device.,a woman sitting at a table viewing a mobile device.
285047,A man sitting texting while having a drink,a woman sitting texting while having a drink
285047,A young man checking his phone while enjoying a cup of tea.,a young woman checking her phone while enjoying a cup of tea.
285047,A man with a cup of coffee and a cell phone.,a woman with a cup of coffee and a cell phone.
342397,a young man wearing skis slides down the slope,a young woman wearing skis slides down the slope
244099,A man riding a horse on an open plane.,a woman riding a horse on an open plane.
530820,A man near a fence holding a racquet.,a woman near a fence holding a racquet.
530820,a man standing on the court holding onto a tennis racket ,a woman standing on the court holding onto a tennis racket 
530820,A man standing on a tennis court holding a racket,a woman standing on a tennis court holding a racket
530820,A male tennis player waiting to return the ball.,a woman tennis player waiting to return the ball.
530820,A man on a tennis court with a tennis racket.,a woman on a tennis court with a tennis racket.
252294,A guy peeks out from behind a curtain.,a woman peeks out from behind a curtain.
407943,A man walking in front of an open umbrella.,a woman walking in front of an open umbrella.
407943,a shadow of a man on an umbrella ,a shadow of a woman on an umbrella 
80273,a man snow boarding with snow gear on ,a woman snow boarding with snow gear on 
80273,A man snowboards down a snowy hill. ,a woman snowboards down a snowy hill. 
80273,A man looking behind while skating on the snow ,a woman looking behind while skating on the snow 
399764,A man is leading a cow with a ribbon on its neck.,a woman is leading a cow with a ribbon on its neck.
399764,man with grey hair leading a cow with red ribbon,woman with grey hair leading a cow with red ribbon
399764,An old man walking a big brown cow around.,an old woman walking a big brown cow around.
399764,A man that is standing with a cow.,a woman that is standing with a cow.
399764,A man is walking with a cow who's sporting a red ribbon. ,a woman is walking with a cow who's sporting a red ribbon. 
383384,"A batter, catcher and umpire in a baseball game with man recording.","a batter, catcher and umpire in a baseball game with woman recording."
383384,some baseball players are playing baseball and a camera man,some baseball players are playing baseball and a camera woman
121242,A man that is sitting on a cart attached to a horse.,a woman that is sitting on a cart attached to a horse.
424349,A man placing a pizza pie in the oven,a woman placing a pizza pie in the oven
88485,The young man is outside playing a game of Frisbee. ,the young woman is outside playing a game of frisbee. 
88485,A man is holding a yellow frisbee outside,a woman is holding a yellow frisbee outside
88485,A man outside playing frisbee in front of a building.,a woman outside playing frisbee in front of a building.
88485,A young man in black clothes holding a yellow frisbee,a young woman in black clothes holding a yellow frisbee
88485,A boy is throwing a frisbee outside a building.,a woman is throwing a frisbee outside a building.
293300,A man watching two elephants behind a wire fence.,a woman watching two elephants behind a wire fence.
563648,A young male skateboarder is high in the air.,a young woman skateboarder is high in the air.
514508,A man in bowler hat and lab coat by people in a tv frame.,a woman in bowler hat and lab coat by people in a tv frame.
514508,A man in  a jacket standing near a  giant tv,a woman in  a jacket standing near a  giant tv
514508, A man is holdng a mic while looking onto a screen.  , a woman is holdng a mic while looking onto a screen.  
514508,A man looking at a picture of a TV screen.,a woman looking at a picture of a tv screen.
571857,A man and woman who have set up camp on a sandy beach,a man and woman who have set up camp on a sandy beach
129492,"Two young boys sitting on floor, one playing a computer game.","two young woman sitting on floor, one playing a computer game."
47585,A man holds an umbrella for a new bride,a woman holds an umbrella for a new bride
47585,A bride and a man wearing a suit holding an umbrella for the bride. ,a bride and a woman wearing a suit holding an umbrella for the bride. 
47585,A man holds the umbrella over the bride,a woman holds the umbrella over the bride
47585,this is a photo of a man and wife on there wedding day,this is a photo of a woman and wife on there wedding day
47585,A man holding an umbrella under a fat bride. ,a woman holding an umbrella under a fat bride. 
170474,A man who is about to server a tennis ball.,a woman who is about to server a tennis ball.
170474,A man serving a neon green tennis ball.,a woman serving a neon green tennis ball.
170474,A young man serving a tennis ball with a green wall behind him.,a young woman serving a tennis ball with a green wall behind him.
170474, A guy tossing a tennis ball up and preparing to serve., a woman tossing a tennis ball up and preparing to serve.
375278,a man pets a cat over a bag ,a woman pets a cat over a bag 
326128,The man is posing for a picture with his snowboard.,the woman is posing for a picture with her snowboard.
326128,A man that is standing with a snowboard in the snow.,a woman that is standing with a snowboard in the snow.
326128,A man standing on a snowboard on a mountain peak.,a woman standing on a snowboard on a mountain peak.
31217,A man playing tennis on the tennis court.,a woman playing tennis on the tennis court.
31217,a boy playing tennis runs to hit the ball ,a woman playing tennis runs to hit the ball 
367095,A man that is sitting in front of a laptop.,a woman that is sitting in front of a laptop.
367095,A man sitting at a desk in an office.,a woman sitting at a desk in an office.
367095,A man sitting in a chair in front of a computer.,a woman sitting in a chair in front of a computer.
23034,A man riding on the back of a brown horse.,a woman riding on the back of a brown horse.
23034,A man smiles watching a rider approach with two horses.,a woman smiles watching a rider approach with two horses.
23034,a man smiles as some horses pass by him,a woman smiles as some horses pass by him
23034,a man standing on rocks near a man riding horses on a trail in the woods,a woman standing on rocks near a woman riding horses on a trail in the woods
301563,A man riding skis down a snow covered slope.,a woman riding skis down a snow covered slope.
301563,a man skiing down a hill by himself ,a woman skiing down a hill by himself 
301563,The man is skiing down the snowy slopes.,the woman is skiing down the snowy slopes.
277005,A young man walking across a street at a crosswalk.,a young woman walking across a street at a crosswalk.
277005,A man crossing the street near a bus stop,a woman crossing the street near a bus stop
277005,A man crossing the street in front of a bus stop.,a woman crossing the street in front of a bus stop.
514586,A boy prepares to swing a baseball bat.,a woman prepares to swing a baseball bat.
514586,A young boy wearing his baseball uniform with his bat in his hands,a young woman wearing her baseball uniform with her bat in her hands
514586,a boy in the middle of swinging a base ball bat,a woman in the middle of swinging a base ball bat
514586,A young boy holding a baseball bat near a batting cage.,a young woman holding a baseball bat near a batting cage.
277020,A man sitting at a bar being served by a woman,a man sitting at a bar being served by a woman
277020,A man sitting at a bar next to another man near a waitress.,a woman sitting at a bar next to another woman near a waitress.
277020,Man reaches over for his plate at a restaurant counter. ,woman reaches over for her plate at a restaurant counter. 
391722,A man serving another man a cake with candles on it.,a woman serving another woman a cake with candles on it.
391722,A man holding a cake with lit candles up to another man.,a woman holding a cake with lit candles up to another woman.
391722,A man presents a cake with lit candles on it to a seated man.,a woman presents a cake with lit candles on it to a seated woman.
391722,A man is being handed a birthday cake with lit candles.,a woman is being handed a birthday cake with lit candles.
317999,a man laying in bed with a child reading a book,a woman laying in bed with a child reading a book
317999,A father with a braided beard is looking at his child. ,a father with a braided beard is looking at her child. 
227898,A man and lady taking a horse and carriage ride.,a man and lady taking a horse and carriage ride.
96825,A man with skis and ski poles is standing next to a hill covered in snow,a woman with skis and ski poles is standing next to a hill covered in snow
96825,The elderly man  on skis is making his way down the edge of the snow-covered road. ,the elderly woman  on skis is making her way down the edge of the snow-covered road. 
96825,A man walking next to a snowy hill.,a woman walking next to a snowy hill.
424521,A shirtless man doing skateboarding tricks near a stream,a shirtless woman doing skateboarding tricks near a stream
424521,A guy jumping high into the air with skateboard. ,a woman jumping high into the air with skateboard. 
424521,A boy jumping high in the sky on his skate board,a woman jumping high in the sky on her skate board
424521,"This is a painting of a skateboarder in the midst of a jump, and his  surroundings.","ther is a painting of a skateboarder in the midst of a jump, and her  surroundings."
23126,A man is standing on top of two horses and holding the reigns.,a woman is standing on top of two horses and holding the reigns.
23126,A man is standing on top of two horses that are running.,a woman is standing on top of two horses that are running.
23126,A man stands on the backs of two running horses.,a woman stands on the backs of two running horses.
23126,there is a man that is standing on top of a horse,there is a woman that is standing on top of a horse
72281,The young man in the cap jumps up on a skateboard.,the young woman in the cap jumps up on a skateboard.
72281,A man on a skateboard with a hat. ,a woman on a skateboard with a hat. 
72281,A skateboarder jumping over an obstacle on his board.,a skateboarder jumping over an obstacle on her board.
72281,A guy on a skate board high in the air.,a woman on a skate board high in the air.
72281,A man that is in the air with a surfboard.,a woman that is in the air with a surfboard.
531036,A double decker bus is stopped with a man in a vest looking in.,a double decker bus is stopped with a woman in a vest looking in.
252507,A man riding skis across a snow covered slope.,a woman riding skis across a snow covered slope.
252507,a man on skis standing on a snowy terrain ,a woman on skis standing on a snowy terrain 
580197,Two men in bow ties standing next to steel rafter.,two women in bow ties standing next to steel rafter.
580197,Several men in suits talking together in a room.,several woman in suits talking together in a room.
580197,An older man in a tuxedo standing next to a younger man in a tuxedo wearing glasses.,an older woman in a tuxedo standing next to a younger woman in a tuxedo wearing glasses.
580197,Two men wearing tuxedos glance at each other.,two woman wearing tuxedos glance at each other.
580197,Older man in tuxedo sitting next to another younger man in tuxedo.,older woman in tuxedo sitting next to another younger woman in tuxedo.
424551,a man on skis stands on a snowy hill side ,a woman on skis stands on a snowy hill side 
383606,A blue corner sink with a man reflected in the above mirrors.,a blue corner sink with a woman reflected in the above mirrors.
383606,A man holding a camera reflected in a bathroom mirror that sits above a sink and next to a door.,a woman holding a camera reflected in a bathroom mirror that sits above a sink and next to a door.
47740,A man lies on the beach while someone else holds a kite.,a woman lies on the beach while someone else holds a kite.
47740,A man lying on a beach by a person with a kite.,a woman lying on a beach by a person with a kite.
47740,A man laying on top of a sandy beach.,a woman laying on top of a sandy beach.
47740,A man in shorts is laying on the beach.,a woman in shorts is laying on the beach.
367228,Young man flying a kite over a grassy area by water.,young woman flying a kite over a grassy area by water.
367228,A man is flying a kite in the middle of a field next to the ocean.,a woman is flying a kite in the middle of a field next to the ocean.
236166,A man holding a small white dog while wearing a black hat.,a woman holding a small white dog while wearing a black hat.
236166,a man wearing a hat holding a dog wearing a hat,a woman wearing a hat holding a dog wearing a hat
236166,A man holding a dog wearing a costume in his arms.,a woman holding a dog wearing a costume in her arms.
236166,A man in period costume holds a dog in period costume.,a woman in period costume holds a dog in period costume.
236166,Man cradling dog dressed in uniform with it's head resting on his shoulder.,woman cradling dog dressed in uniform with it's head resting on her shoulder.
465549,A boy and a girl play on the Wii gaming system.,a boy and a girl play on the wii gaming system.
55950,a man is playing tennis and is going to return the ball,a woman is playing tennis and is going to return the ball
55950,a man playing tennis on a tennis court,a woman playing tennis on a tennis court
55950,A man at the net makes a forehand volley in a tennis match.,a woman at the net makes a forehand volley in a tennis match.
55950,A young man playing tennis and preparing to hit the ball.,a young woman playing tennis and preparing to hit the ball.
55950,a man is on a court with a tennis racket,a woman is on a court with a tennis racket
121497,A group of men and women operating a juicing machine. ,a group of men and women operating a juicing machine. 
400044,an image of a man on skis' doing tricks,an image of a woman on skis' doing tricks
47801,A bald headed man eating a slice of cake.,a bald headed woman eating a slice of cake.
47801,a man that is eating some kind of piece of cake,a woman that is eating some kind of piece of cake
47801,"A man posing for the camera, eating a piece of cake.","a woman posing for the camera, eating a piece of cake."
47801,A man with glasses on biting into a piece of cake.,a woman with glasses on biting into a piece of cake.
490171,A man and a dog riding a surf board in the water .,a woman and a dog riding a surf board in the water .
490171,A man and a dog paddle on a surfboard. ,a woman and a dog paddle on a surfboard. 
490171,A man in a wet suit riding on a surfboard with a dog.,a woman in a wet suit riding on a surfboard with a dog.
490171,A man and a dog are in the ocean sharing a ride on a surfboard.,a woman and a dog are in the ocean sharing a ride on a surfboard.
531135,A group of men on a field playing baseball.,a group of woman on a field playing baseball.
424642,two men in the middle of the woods playing frisbee golf.,two women in the middle of the woods playing frisbee golf.
424642,Young men playing disc golf in treed area of park.,young women playing disc golf in treed area of park.
416451,Two men in living room playing a game with a Nintendo Wii controller.,two women in living room playing a game with a nintendo wii controller.
416451,A man standing on a stair stepper holding a Wii controller.,a woman standing on a stair stepper holding a wii controller.
334530,A man riding a surfboard inside of a wave.,a woman riding a surfboard inside of a wave.
334530,an image of a man riding the ocean waves on his surfboard,an image of a woman riding the ocean waves on her surfboard
334530,A man surfing through a very large wave that is coming over his head.,a woman surfing through a very large wave that is coming over her head.
334530,A surfer rides his board inside an arching wave.,a surfer rides her board inside an arching wave.
47819,A man standing behind a brown horse carrying lots of luggage.,a woman standing behind a brown horse carrying lots of luggage.
47819,A man standing next to a donkey loaded with luggage ,a woman standing next to a donkey loaded with luggage 
47819,a man standing next to a horse in the woods,a woman standing next to a horse in the woods
47819,A man standing next to a donkey with a lot of baggage on it.,a woman standing next to a donkey with a lot of baggage on it.
129756,A man that is standing in the grass near animals.,a woman that is standing in the grass near animals.
129756,there is a man standing on a hill with sheep and two dogs,there is a woman standing on a hill with sheep and two dogs
129756,A man is standing on a grassy hill with some sheep and dogs.,a woman is standing on a grassy hill with some sheep and dogs.
129756,A shepard and his dogs herding a flock of sheep.,a shepard and her dogs herding a flock of sheep.
129756,An old shepherd with two dogs watching his sheep on a hill.,an old shepherd with two dogs watching her sheep on a hill.
514797,a man swings a glider across a big buidings roof,a woman swings a glider across a big buidings roof
514797,Several men attempt to fly a kite on a beach.,several women attempt to fly a kite on a beach.
514797,A couple of men reaching up towards a blue kite.,a couple of women reaching up towards a blue kite.
514797,The men are trying to fly their kite by the water. ,the women are trying to fly their kite by the water. 
6894,A man getting a kiss on the neck from an elephant's trunk,a woman getting a kiss on the neck from an elephant's trunk
6894,A man being kiss by a baby elephant with it's trunk.,a woman being kiss by a baby elephant with it's trunk.
6894,A man throws his head back as an elephant touches his face with its trunk.,a woman throws her head back as an elephant touches her face with its trunk.
6894,An elephant using his truck to cuddle with a man.,an elephant using her truck to cuddle with a man.
6894,A man is playing with an elephant in a field.,a woman is playing with an elephant in a field.
121591,There is a man skateboard on the side of a wall.,there is a woman skateboard on the side of a wall.
121591,A young man is skateboarding on a wall and holding onto a bar. ,a young woman is skateboarding on a wall and holding onto a bar. 
121591,a man going up a ramp on a skateboard,a woman going up a ramp on a skateboard
121591,A man performs a skateboarding trip on a pink half-pipe.,a woman performs a skateboarding trip on a pink half-pipe.
432898,The man is flying his kite in the sky. ,the woman is flying woman kite in the sky. 
432898,A man standing on a lush green field under a kite.,a woman standing on a lush green field under a kite.
432898,A man is bluing a kite in an open area.,a woman is bluing a kite in an open area.
473869,A man looking at camera preparing food in kitchen,a woman looking at camera preparing food in kitchen
473869,A man is stirring something in a small bowl.,a woman is stirring something in a small bowl.
473869,The man is holding a bowl over dough on the kitchen counter. ,the woman is holding a bowl over dough on the kitchen counter. 
473869,A man standing in a kitchen cooking food.,a woman standing in a kitchen cooking food.
473869,A man standing in a kitchen preparing a meal.,a woman standing in a kitchen preparing a meal.
236308,A couple of men in skies on a snowy slope,a couple of women in skies on a snowy slope
129812,A man riding skis while flying through the air.,a woman riding skis while flying through the air.
129812,A fuzzy picture of a man in the middle of a skiing jump,a fuzzy picture of a woman in the middle of a skiing jump
162581,A man wearing a white tshirt hits a tennis ball.,a woman wearing a white tshirt hits a tennis ball.
162581,A man on a court with a tennis racket.,a woman on a court with a tennis racket.
162581, A man playing tennis in a tennis court runs to hit he ball , a woman playing tennis in a tennis court runs to hit he ball 
162581,A man on the court with his tennis racket raised.,a woman on the court with her tennis racket raised.
162581,A man playing tennis is swinging his racket.,a woman playing tennis is swinging woman racket.
252701,a man on a blue surfboard on top of some rough water,a woman on a blue surfboard on top of some rough water
252701,A young man is on his surf board with someone in the background. ,a young woman is on her surf board with someone in the background. 
252701,A young man rides a surf board on a small wave while a man swims in the background.,a young woman rides a surf board on a small wave while a woman swims in the background.
252701,A boy riding waves on his surf board in the ocean. ,a woman riding waves on her surf board in the ocean. 
506656,a guy standing in front of a few horses.,a woman standing in front of a few horses.
506656,a man pets a horse attached to other horses ,a woman pets a horse attached to other horses 
506656,A man standing in front of a few horses on the street.,a woman standing in front of a few horses on the street.
506656,A man standing in front of some Clysdale horses in front of some houses.,a woman standing in front of some clysdale horses in front of some houses.
6954,Five small boys sitting on the grass holding two frisbees,five small woman sitting on the grass holding two frisbees
105264,A group of young men standing on top of a sandy beach.,a group of young women standing on top of a sandy beach.
105264,Young men playing on the beach with a cow in the foreground.,young women playing on the beach with a cow in the foreground.
154425,A small boy trying to fly a small kite,a small woman trying to fly a small kite
154425,A young boy flying a colorful kite on top of a sidewalk.,a young woman flying a colorful kite on top of a sidewalk.
154425,A young boy gets ready to fly a kite.,a young woman gets ready to fly a kite.
154425,A boy with a kite is standing on a sidewalk.,a woman with a kite is standing on a sidewalk.
154425,A boy holding a kite while standing on a sidewalk.,a woman holding a kite while standing on a sidewalk.
23359,A man flying through the air while riding a snowboard.,a woman flying through the air while riding a snowboard.
23359,a man kind of high in the air while doing a snowboard trick ,a woman kind of high in the air while doing a snowboard trick 
23359,A young man is snowboarding on top of some snow. ,a young woman is snowboarding on top of some snow. 
121673,A man in a red t shirt riding a wave on top of a surfboard.,a woman in a red t shirt riding a wave on top of a surfboard.
121673,A man balancing his surfboard on a wave.,a woman balancing woman surfboard on a wave.
121673,The man is surfing through the waves in the water.,the woman is surfing through the waves in the water.
121673,"A man in a wetsuit and red shirt, riding a surfboard at the edge of a wave.","a woman in a wetsuit and red shirt, riding a surfboard at the edge of a wave."
506707,A man is running the bases in a baseball game. ,a woman is running the bases in a baseball game. 
506707,A man is runing to home base in a baseball game.,a woman is runing to home base in a baseball game.
506707,A man in a white shirt and gray pants walks toward a grassy area as kids in baseball uniforms and an umpire are near him.,a woman in a white shirt and gray pants walks toward a grassy area as kids in baseball uniforms and an umpire are near him.
457559,A group of young men playing a game of soccer.,a group of young woman playing a game of soccer.
457559,Young men avidly playing soccer on a green field,young women avidly playing soccer on a green field
383842,this lady is using controllers and those men are watching,this lady is using controllers and those men are watching
383842,Several professionally dressed men watching a woman holding a Wii controller,several professionally dressed men watching a woman holding a wii controller
252776,a man glares as other people behind him look on,a woman glares as other people behind him look on
252776,A man is on the court holding his racket. ,a woman is on the court holding her racket. 
252776,A brunette male tennis player stands ready to receive a serve. ,a brunette woman tennis player stands ready to receive a serve. 
252776,A man is about to serve a tennis ball.,a woman is about to serve a tennis ball.
39785,There is a man surfing on some waves.,there is a woman surfing on some waves.
211825,A man blowing out candles on a cake.,a woman blowing out candles on a cake.
211825,A man blowing out a birthday cake with many candles.,a woman blowing out a birthday cake with womany candles.
211825,A man blowing out candles on a cake.,a woman blowing out candles on a cake.
211825,A man blowing out candles on a cake,a woman blowing out candles on a cake
187249,A TV with a man and a woman on it's display.,a tv with a man and a woman on it's display.
187249,Television showing a movie with one man threatening another with a razor blade.,television showing a movie with one woman threatening another with a razor blade.
187249,A tv on with a man holding a knife at a guy's head and a bottle of mineral water in the foreground ,a tv on with a woman holding a knife at a guy's head and a bottle of mineral water in the foreground 
228214,A Marine that is looking at his cell phone.,a marine that is looking at her cell phone.
228214,A full dressed marine is looking at his cell phone.,a full dressed marine is looking at her cell phone.
228214,A man in uniform is looking at his phone.,a woman in uniform is looking at her phone.
228214,A service man is looking at his cel phone.,a service woman is looking at her cel phone.
88951,A man and his dog sit at the park.,a woman and her dog sit at the park.
88951,A man sitting at a green bench next to a tall tree.,a woman sitting at a green bench next to a tall tree.
88951,A man sits on a bench with a dog laying at his feet.,a woman sits on a bench with a dog laying at her feet.
88951,A man and his dog enjoy an afternoon in the park,a woman and her dog enjoy an afternoon in the park
88951,Dog and his human walking partner relax in a park.,dog and her human walking partner relax in a park.
31620,A woman in a white dress and a man in gray stand near a cake on a white table under a white canopy.,a woman in a white dress and a man in gray stand near a cake on a white table under a white canopy.
88970,A man serving a tennis ball on top of a tennis court.,a woman serving a tennis ball on top of a tennis court.
88970,A man playing a tennis match is serving a tennis ball.,a woman playing a tennis match is serving a tennis ball.
88970,A man on a tennis court about to hit the ball.,a woman on a tennis court about to hit the ball.
236426,A man swinging a tennis racquet at a ball on a court.,a woman swinging a tennis racquet at a ball on a court.
326542,there is a male skier going down a hill,there is a woman skier going down a hill
326542,this is a man skiing down a snowy slope,this is a woman skiing down a snowy slope
326542,a man riding skis down a snow covered slope.,a woman riding skis down a snow covered slope.
121744,A tennis player with his leg up in the air and a racket in one hand.,a tennis player with her leg up in the air and a racket in one hand.
121744,A man with his leg up looking in the air.,a woman with her leg up looking in the air.
121744,A tennis player looks up with his leg in the air as photographers snap photos.,a tennis player looks up with her leg in the air as photographers snap photos.
121744,A man standing next to a beautiful woman in a short blue skirt facing the crowd.,a man standing next to a beautiful woman in a short blue skirt facing the crowd.
129945,a man is swinging a baseball bat at a game,a woman is swinging a baseball bat at a game
293794,A man looking over a full stand of bananas.,a woman looking over a full stand of bananas.
474021,Two men are standing while playing a video game.,two women are standing while playing a video game.
474021,Two men playing an interactive video game in a room with friends.,two women playing an interactive video game in a room with friends.
261036,A boy standing in the grass with a frisbee.,a woman standing in the grass with a frisbee.
261036,A little boy is playing with a purple frisbee.,a little woman is playing with a purple frisbee.
465836,A group of men standing next to each other.,a group of women standing next to each other.
465836,Three men are skiing down a snow covered hill.,three women are skiing down a snow covered hill.
474028,A little boy grips a soccer ball in his arms surrounded by other youth soccer players.,a little woman grips a soccer ball in her arms surrounded by other youth soccer players.
342971,A man catching a green Frisbee next to a  field.,a woman catching a green frisbee next to a  field.
342971,A man wearing sunglasses and a coat catching a frisbee.,a woman wearing sunglasses and a coat catching a frisbee.
342971,A boy outside reaching to catch a frisbee.,a woman outside reaching to catch a frisbee.
342971,A man reaching out to catch a frisbee.,a woman reaching out to catch a frisbee.
179141,two women and two men smiling over a pizza ,two women and two men smiling over a pizza 
441286,A man surfing the waves on a surfboard in the ocean. ,a woman surfing the waves on a surfboard in the ocean. 
170955,A man in suit and tie walking in front of a white building.,a woman in suit and tie walking in front of a white building.
515025,A man sitting at a table with a cat eating food.,a woman sitting at a table with a cat eating food.
474078,A baseball player at home base is swinging his arm to hit the ball. ,a baseball player at home base is swinging her arm to hit the ball. 
556000,A boy playing wii in the living room while several other children watch.,a woman playing wii in the living room while several other children watch.
187362,A man and his surfboard survey a stormy sea,a woman and woman surfboard survey a stormy sea
187362,A man with a surfboard is watching the waves.,a woman with a surfboard is watching the waves.
187362,A man holding a surfboard on top of a sandy beach.,a woman holding a surfboard on top of a sandy beach.
187362,A man stands on the beach holding his surfboard.,a woman stands on the beach holding her surfboard.
261097,a man plays tennis in front of a large audience,a woman plays tennis in front of a large audience
261097,A man in black shirt and white shorts on a tennis court.,a woman in black shirt and white shorts on a tennis court.
39914,Just a little help from Mom will get his kite up in the air.,just a little help from mom will get her kite up in the air.
474095,A man sitting on a toilet with a cigarette and beer can in hand.,a woman sitting on a toilet with a cigarette and beer can in hand.
474095,A man sits on the toilet while smoking,a woman sits on the toilet while smoking
474095,a man that is nealed down in a bathroom,a woman that is nealed down in a bathroom
474095,A man on the toilet drinking a beer and smoking a cigarette. ,a woman on the toilet drinking a beer and smoking a cigarette. 
97278,Young man on top of a snowboard wearing maroon jacket. ,young woman on top of a snowboard wearing maroon jacket. 
97278,a young boy is standing on a snowboard ,a young woman is standing on a snowboard 
97278,A man riding a snowboard on top of snow covered ground.,a woman riding a snowboard on top of snow covered ground.
269316,four men playing frisbee in a fenced park,four woman playing frisbee in a fenced park
269316,A group of men on two teams are playing Frisbee.,a group of women on two teams are playing frisbee.
269316,A group of men playing a game of frisbee.,a group of woman playing a game of frisbee.
269316,Four men playing Ultimate Frisbee in a park.,four woman playing ultimate frisbee in a park.
269316,A bunch of men are running to catch the frisbee that is thrown.,a bunch of women are running to catch the frisbee that is thrown.
482319,A man and women who are looking at a small child.,a man and women who are looking at a small child.
482319,A young boy holding a child on top of his lap.,a young woman holding a child on top of her lap.
482319,A man and a woman playing with a baby.,a man and a woman playing with a baby.
482319,a man holding a kid and a mother smilling,a woman holding a kid and a mother smilling
482319,a man and woman play with a small child ,a man and woman play with a small child 
39951,A young boy taking a swing at a tennis ball,a young woman taking a swing at a tennis ball
39951,A boy hitting a tennis all with a racquet.,a woman hitting a tennis all with a racquet.
39951,A little boy with a red baseball cap playing tennis. ,a little woman with a red baseball cap playing tennis. 
39951,A boy is hitting a tennis ball on a tennis court. ,a woman is hitting a tennis ball on a tennis court. 
39951,A young man hitting a ball with a racquet.,a young woman hitting a ball with a racquet.
490515,A man is falling on his back while snowboarding.,a woman is falling on her back while snowboarding.
490515,A man riding a snowboard on a snow covered slope.,a woman riding a snowboard on a snow covered slope.
146457,The boy and girl are making pizzas together.,the boy and girl are making pizzas together.
302107,A man swinging a baseball bat during a baseball game.,a woman swinging a baseball bat during a baseball game.
80932,I young boy eating a large piece of pizza.,i young woman eating a large piece of pizza.
80932,A young boy sinking his teeth into a piece of pizza,a young woman sinking her teeth into a piece of pizza
80932,A little boy sits at a table in a restaurant eating a slice of pizza.,a little woman sits at a table in a restaurant eating a slice of pizza.
547886,The men are riding their horses down the beach. ,the woman are riding their horses down the beach. 
433204,A man on a motor bike riding down the street.,a woman on a motor bike riding down the street.
433204,A man riding a motorcycle down a small paved road.,a woman riding a motorcycle down a small paved road.
449603,A man riding a wave on a surfboard in the ocean.,a woman riding a wave on a surfboard in the ocean.
31817,A man riding a motorcycle while eating food.,a woman riding a motorcycle while eating food.
31817,A man leans forward on his motor bike as he sits in traffic.,a woman leans forward on her motor bike as he sits in traffic.
31817,A man on a motor scooter waiting in a group of motor scooters.,a woman on a motor scooter waiting in a group of motor scooters.
72795,The batter is tapping his bat on home plate.,the batter is tapping her bat on home plate.
154718,A man is looking into a disgusting toilet ,a woman is looking into a disgusting toilet 
441442,a man is riding a brown horse down a green field,a woman is riding a brown horse down a green field
7278,there is a male surfer that is riding in the wave,there is a woman surfer that is riding in the wave
7278,a man on a surf board rides a wave ,a woman on a surf board rides a wave 
7278,"A man in a wet suit riding a wave on a surf board.
","a woman in a wet suit riding a wave on a surf board.
"
7278,A man that is on a surfboard in the water.,a woman that is on a surfboard in the water.
564336,a man at a restaurant using his laptop ,a woman at a restaurant using woman laptop 
564336,A man sitting in front of a laptop computer.,a woman sitting in front of a laptop computer.
564336,there is a man sitting at a table and using a lap top,there is a woman sitting at a table and using a lap top
7281,Two men smile as they ride horses on the beach.,two women smile as they ride horses on the beach.
7281,Two men are riding horses along the beach.,two woman are riding horses along the beach.
556158,A man on cross country skis at the edge of a trail.,a woman on cross country skis at the edge of a trail.
556158,A man on skis standing in the snow.,a woman on skis standing in the snow.
556158,A man riding skis while holding two ski poles.,a woman riding skis while holding two ski poles.
40083,Two men sitting underneath an umbrella on a sidewalk.,two women sitting underneath an umbrella on a sidewalk.
40083,two men sitting under an umbrella on the sidewalk ,two women sitting under an umbrella on the sidewalk 
457884,The young boys are playing a game of baseball in the park. ,the young woman are playing a game of baseball in the park. 
457884,A boy trying to catch a ball at a little league game,a woman trying to catch a ball at a little league game
556193,One guy is showing another guy the intricacies of the Wii. ,one woman is showing another woman the intricacies of the wii. 
556193,Two men are holding video game controllers preparing to play.,two women are holding video game controllers preparing to play.
556193,Two men standing in front of a flat screen tv.,two women standing in front of a flat screen tv.
556193,Two men are playing a Wii video game.,two woman are playing a wii video game.
556193,Two men both working on the same computer screen.,two women both working on the same computer screen.
343218,a man with a tennis racket gets ready to swing his racket ,a woman with a tennis racket gets ready to swing her racket 
343218,A man holding a tennis racquet on a court.,a woman holding a tennis racquet on a court.
