image_id,id,caption,female_indicator,male_indicator
212453,190936,A patterned wallpaper is on the walls of a bathroom,0,0
212453,195595,THERE IS A TOILET IN THE CONER IWTH WALL PAPER,0,0
212453,200806,A white toilet in a trendy wall papered bathroom.,0,0
343524,63424,A man holding a tennis racket and ball as if to start a serve.,0,1
343524,65560,A man poised with racket on a tennis court.,0,1
343524,69016,A male tennis player is preparing to serve the ball tennis court,0,1
343524,70009,A man holding a tennis racquet on a tennis court.,0,1
343524,70663,A man getting ready to serve a tennis ball.,0,1
286182,705499,there is a man that is sitting at a table with lots of food,0,1
286182,705682,A man sitting in a chair across from a table topped with food.,0,1
286182,705880,A man sitting by a table with food in bowls and pans ,0,1
286182,706600,A man sitting near a table with a bunch of food on it,0,1
286182,707443,a man sitting in a room with a food on a table,0,1
499181,134144,A street scene of a self service parking lot.,0,0
499181,138575,There are many cars that are parked in the parking lot,0,0
499181,138689,a BLACK BUILDING THAT SAYS FIRST AVENUE AND 7th street entry,0,0
499181,140348,A self service parking lot with a building behind it and an intersection in front of it.,0,0
499181,142994,a parking lot with a few cars in it,0,0
458223,160239,a man walks along his bicycle near the ocean,0,1
458223,166614,A person walking a bilk along a road towards a light house.,0,0
458223,172098,A man with a bike walks towards a red lighthouse.,0,1
458223,175752,A man is on a channel boardwalk by a lighthouse.,0,1
458223,179028,Man with a bicycle walking the pier to a lighthouse,0,0
482800,224219,an image of three people playing Frisbee outside,0,0
482800,225461,three people standing in a green field with one person holding a frisbee.,0,0
482800,229112,a close up of three people in a field with a frisbee,0,0
482800,229700,Three people in black shirts playing with a white frisbee.,0,0
482800,237536,A bunch of young men walking on a field.,0,1
81394,229443,A tan utility truck with a blue interior.,0,0
81394,231195,A decoratively painted business truck for a motor company,0,0
81394,231885,a truck on a street next to a building,0,0
81394,233511,A white and blue truck parked on a street. ,0,0
81394,237033,A small truck parked on the side of a street ready to go.,0,0
163314,426573,People are walking in front of some shops.,0,0
163314,426879,Multiple people are walking on a street with shopping.,0,0
163314,427050,A group of people walking down a street next to tall buildings.,0,0
163314,431295,A group of people walking on a sidewalk next to buildings.,0,0
163314,437094,A street is lined with people and buildings.,0,0
376307,810011,some people at an outdoor shop and some different fruits,0,0
376307,811076,a person is sitting near a bunch of fruit,0,0
376307,812207,A market has many items for sale including fruit.,0,0
376307,813518,The two women sit near the blender next to a table covered in fruit. ,1,0
376307,815821,there are two people that are standing in a farmers market,0,0
548339,420405,The boy is trying to hit the baseball during the game. ,0,1
548339,422910,A little boy in a black baseball helmet and a red and white uniform with a blue baseball bat. ,0,1
548339,424254,A boy swings his bat at a baseball game as people watch on the bleachers behind him.,0,1
548339,428691,A man is swinging at a ball during a baseball game.,0,1
548339,429810,a young boy holding a bat at a baseball game,0,1
515577,175479,Two skiers prepare to make their way past an embankment,0,0
515577,178812,A few people on skis skiing on a snowy mountain.,0,0
515577,181701,A man riding skis down a snow covered slope.,0,1
515577,183321,Two people on skis going down a small hill.,0,0
515577,184974,Two people cross country skiing in a valley.,0,0
515579,400636,A man holding a ball while standing next to a gate.,0,1
515579,513826,A man walking while holding a ball in his hand. ,0,1
515579,516454,A man throwing a ball while smiling and on a field. ,0,1
515579,520678,A man throwing a ball in a black and white photo.,0,1
515579,525514,Man holding a ball he is about to throw.,0,0
491008,267879,A man and a woman holding up a pizza in a seating area.,1,1
491008,274722,The man and woman at the restaurant are holding a full pizza. ,1,1
491008,279588,A waitress and a man are holding up a large pizza.,0,1
491008,279723,A man and woman are holding up a pizza.,1,1
491008,280449,A waitress and restaurant owner showing off a pizza in front of a mural of Venice.,0,0
376322,764093,A group of people are reading a menu at the table,0,0
376322,764723,A group of people sit at a large table while talking.,0,0
376322,764759,People sitting on the long table with plates of food. ,0,0
376322,768989,A long table full of people on both sides.,0,0
376322,770972,A long table accommodating many people while eating,0,0
417285,365248,A series of photos of two plates with different desserts and another plate with a cup of coffee.,0,0
417285,366709,A three frame photo combination showcases two types of pie on the right and left side with a coffee in the middle.  ,0,0
417285,368920,"A partially-eaten pastry, a glass Arizona tea and another piece of pastry.",0,0
417285,368995,Three images of a pie and a cup of tea or coffee. ,0,0
417285,373072,"Food items displayed such as coffee cake, a pastry and a beverage in a glass cup.",0,0
343561,497464,there are many bike riders racing in a street race,0,0
343561,498076,A crowd of bicycle riders are going down the street.,0,0
343561,500392,A group of racers riding their bicycles in a bicycle race. ,0,0
343561,502354,A group of people that are riding bikes.,0,0
343561,506035,A large group of people watching a bu g group of bikers go by.,0,0
155145,661708,a boat with a rainbow umbrella sitting in water ,0,0
155145,663724,Three people preparing to launch a small boat in a river.,0,0
155145,667141,Three people one in the water with two boats one with an umbrella.,0,0
155145,670672,Two boats beside each other with people holding on to the boats. ,0,0
155145,672148,a blue boat is sitting in the water,0,0
458255,598878,A little girl is laying in bed with a book and a cat is next to her.,1,0
458255,599085,a woman laying in bed reading a book with a cat sitting on top,1,0
458255,600180,A girl reading a book in bed with a cat ,1,0
458255,602646,A little girl laying in bed holding a book next to a black cat.,1,0
458255,603552,"A woman lies in bed reading a book, and petting a cat.",1,0
237071,566795,A man standing on a tennis court holding a tennis racquet.,0,1
237071,571583,Tennis player running with ball in mid air.,0,0
237071,576542,The young man in the blue shirt is playing tennis,0,1
237071,577211,The young man is playing a game of tennis.,0,1
237071,579908,A man running with a racket trying to .hit a tennis ball,0,1
392722,691408,A group of people standing next to a double decker bus.,0,0
392722,693337,People stand near the curb behind a lime green double-decked bus.,0,0
392722,696382,this is people standing in the sidewalk near a bus,0,0
392722,697204,a double decked bus sits parked next to a side walk ,0,0
392722,698032,A group of people standing outside of a double decker bus.,0,0
130579,15681,A pitcher about to pitch in a baseball game.,0,0
130579,15732,A baseball pitcher standing on the pitcher's mound palming a ball.,0,0
130579,17217,A professional baseball pitches is taking the mound. ,0,0
130579,18630,A Boston Red Sox pitcher standing on the mound,0,0
130579,818887,A man in a baseball uniform standing on a mound of a field.,0,1
130586,660705,a boy making a face while running to get his kite in the air,0,1
130586,668190,A kid is running while pulling a kite behind him. ,0,0
130586,671346,A young boy is flying a kite in a park. ,0,1
130586,674040,Kid is over joyed as he flies his multi colored kite,0,0
130586,674139,A boy running while holding onto a kite string.,0,1
450075,527858,A person helping a woman put on a tie. ,1,0
450075,530303,A woman helping another woman with her tie.,1,0
450075,531074,A person is tying a tie around a girls .neck.,1,0
450075,532460,A woman that is tying a tie onto another woman.,1,0
450075,535931,A woman is getting her tie adjusted in the city.,1,0
523807,623670,A foot long hot dog sitting on top of a bun.,0,0
523807,626823,A hotdog with mustard and relish is being prepared in a food cart.,0,0
523807,628584,A person prepares a hot dog with mustard and ketchup.,0,0
523807,628992,A hot dog that has some ketchup and mustard on it.,0,0
523807,631242,There is a hotdog sitting among many condiments.,0,0
130599,491397,A man punching an innocent giraffe in the side of it's head.,0,1
130599,493653,A young man is playing with a giraffe,0,1
130599,501018,A man pretending to punch a giraffe sculpture.,0,1
130599,505251,A man is miming punching a giraffe statue.,0,1
130599,507756,A man is pretending to hit a statue of a giraffe.,0,1
204329,72798,"A blue, yellow and green surfboard sticking out of a sandy beach.",0,0
204329,75780,A surf board sticking up in the sand.,0,0
204329,78339,a surf board in the sand near a body of water,0,0
204329,79131,A colorful surfboard stands erected on the sandy beach.,0,0
204329,81201,A surfboard propped up in the sand on a beech.,0,0
376365,777132,A glass of milk next to a round purple vase.,0,0
376365,778884,A large orbital vase sits next to a candle on a table.,0,0
376365,779580,A glass of milk is sitting next to a vase with a reflection in it.,0,0
376365,780906,A large black ball sitting next to a glass of milk.,0,0
376365,782082,A good luck plant is in a round vase.,0,0
196141,61916,a baseball player swinging a baseball bat at a ball,0,0
196141,62795,A batter hits the ball in a baseball game.,0,0
196141,72599,A baseball player taking a swing at the ball,0,0
196141,72776,A young man swinging a baseball bat in front of a catcher.,0,1
196141,78413,Two people playing baseball and a couple of observers.,0,0
89648,106052,A crowd of people sitting down next to each other.,0,0
89648,113105,People using electronic devises all facing in the same direction.,0,0
89648,115487,People are sitting in chairs on phones and computers.,0,0
89648,117557,Everyone in the group is using electronic devices.,0,0
89648,119354,There are a group of people sitting in chairs using electronics,0,0
220732,499283,THERE ARE CITY BUSES THAT ARE LINED ON THE STREET IN FRONT OF THE BUILDING ,0,0
220732,501773,A bus with its serial number that can be seen from the air overlooks a panel truck and another bus.,0,0
220732,504230,a public bus driving on a city street,0,0
220732,504872,"A busy city street with buses, trucks and cars.",0,0
220732,506870,Many trucks and city buses drive down the crowded street.,0,0
237118,522526,A middle aged man takes a selfie in a mirror.,0,1
237118,523912,A man taking a picture of himself in a mirror ,0,1
237118,525235,A man taking a selfie in front of a mirror.,0,1
237118,528853,a man is taking a picture of himself,0,1
237118,532282,A man takes a photo of his reflection in a public restroom.,0,1
245311,3275,The donut robot machine is mechanically making donuts.,0,0
245311,6506,A man working the counter at a pastry shop.,0,1
245311,6551,A cheerful couple wait in line at the donut shop.,0,0
245311,8120,A man baking and preparing donuts to sell at shop.,0,1
245311,825440,Two adults working behind a counter displaying pastries.,0,0
351810,118800,A woman sitting at a table in front of a pile of luggage,1,0
351810,153759,A huge pile of luggage sits by the door.,0,0
351810,156366,A pile of luggage in a room with two women nearby.,1,0
351810,157359,an image of a large number of suitcases in a pile,0,0
351810,179577,many backpacks and luggage bags piled up on top of each other,0,0
499266,170546,A hand holding a smart phone above a wooden table.,0,0
499266,174500,A IMAGE THAT SAYS MAKE MEANING MATTER ,0,0
499266,177317,A smart phone displays some text and a picture.,0,0
499266,178052,A hand holding a cell phone using the internet,0,0
499266,178676,An electronic device is being held as it displays a message and an image.,0,0
245320,727811,A man performing on a skateboard ramp jump.,0,1
245320,729815,A man riding a skateboard down a cement ramp.,0,1
245320,730373,The skateboarder is jumping near a metal fence. ,0,0
245320,731963,A person riding a skateboard on the side of the road.,0,0
245320,737885,a guy riding his skate board on the sidewalk,0,1
228942,648656,A white passenger train passing a parking lot at night.,0,0
228942,652358,A car on a city street with a moving train directly behind it.,0,0
228942,652370,A car driving down a street at night.,0,0
228942,653012,A bunch of cars are crossing an intersection.,0,0
228942,653150,a busy street with cars in action and a train zooming by ,0,0
310862,760704,A man is frowning while standing in an empty room.,0,1
310862,761481,A man in formal business attire stands in an office and looks angry.,0,1
310862,767340,Man in vest and tie standing in room.,0,0
310862,767541,"An office view shows cubicles and overhead lights in the background, and to the front ,  a serious looking man with a beard, vest and colorful tie. ",0,1
310862,768210,A man wearing a gray vest and a red stripe tie.,0,1
351823,123999,A man holding a tennis racquet on a tennis court.,0,1
351823,141360,A man holds a tennis racket on a tennis court.,0,1
351823,153489,A man standing with a racket on a court.,0,1
351823,162030,A man taking a swing at a tennis ball,0,1
351823,173694,a tennis player standing and looking across the court ,0,0
507473,459634,A girl is taking a selfie while brushing her teeth.,1,0
507473,463921,In bathroom taking selfie of herself brushing teeth.,0,0
507473,464269,A woman taking a picture of herself while brushing her teeth,1,0
507473,465235,A woman brushing her teeth while taking a selfie ,1,0
507473,823841,A woman brushing her teeth while taking a picture of herself,1,0
491090,169865,A man sitting on one of a group of motorcycles.,0,1
491090,174560,A MAN IS SMILING SITTING ON A MOTOR BIKE ,0,0
491090,176885,"A middle-aged man leans on a sports bike, smiling",0,1
491090,178460,A person sits on top of a motorcycle with others.,0,0
491090,180092,A woman riding on the back of a motorcycle.,1,0
32334,50346,Two people are smiling holding empty wine glasses.,0,0
32334,53436,Man and woman doing a toast with a glass of wine.,1,0
32334,55191,A man and a woman toast their wine glasses.,1,1
32334,56430,Some friends pose for a picture while holding wine glasses.,0,0
32334,56733,"Two people, a man and a woman, are toasting with wine glasses.",0,1
15956,341954,A woman exercising a brown horse in a riding ring.,1,0
15956,342179,A woman is in a barn with a brown horse.,1,0
15956,345125,A woman training her beautiful brown horse. ,1,0
15956,347888,A woman with a brown horse in a dirt area of building.,1,0
15956,350624,A woman and a horse in a barn with dirt floor.,1,0
458325,436086,A person on a skateboard rides down the road.,0,0
458325,436707,A man on his skateboard is riding between the parked cars. ,0,1
458325,438183,A man in blue shirt on skateboard next to cars.,0,1
458325,439200,A man riding a skateboard down a street next to parked cars.,0,1
458325,441678,A person on a skateboard on a street.,0,0
581206,120722,A paper container filled with two hot dogs.,0,0
581206,129647,Two hot dogs garnishing with sesame seeds and green things,0,0
581206,148622,A plate of food that is on a table.,0,0
581206,156932,an image of a person holding two hotdogs in a platter,0,0
581206,160340,Two chili dogs in buns with peppers in a cardboard container.,0,0
187990,681752,A boy is riding a skateboard on a ramp.,0,1
187990,683411,A boy skateboarding on a stake board ramp,0,1
187990,683834,A man who is skateboarding on a ramp.,0,1
187990,684506,A young boy riding a skate board inside a building.,0,1
187990,684518,A boy doing a trick on a skateboard on a ramp.,0,1
368212,13094,Baby brushing teeth while sitting on a toilet.,0,0
368212,14588,Young toddler sitting on toilet bowl brushing teeth.,0,0
368212,14609,A young boy sittingon a toilette seat in a bathroom.,0,1
368212,15971,A toddler sits on a toilet while brushing his teeth.,0,0
368212,818575,A toddler with a toothbrush sitting on top of the lid of a toilet.,0,0
532058,308696,A boy sipping a milk bottle while lying on a bed.,0,1
532058,311954,A small child laying on a bed drinking from a bottle.,0,0
532058,318059,A little boy drinking milk from a bottle while laying in bed.,0,1
532058,320189,A young boy lying in a bed with a sippy cup.,0,1
532058,325238,A small child laying in bed drinking a bottle of milk.,0,0
171611,8887,A man and a dog on a boat in the water.,0,1
171611,12535,A man on a boat with his dog.,0,1
171611,13027,A man sailing a boat with his dog riding in front.,0,1
171611,13039,"A man and his dog in a boat, on the water.",0,1
171611,16813,A man and a dog fishing on a boat in a lake with two boats in the background.,0,1
220764,322160,A person cross country skiing across a snow filled plain.,0,0
220764,322463,A person riding skis across snow covered ground.,0,0
220764,324116,A person holding a pole in each hand in the snow.,0,0
220764,327578,a person riding skis on a snowy surface,0,0
220764,328268,A person walking in the snow on some skis.,0,0
212573,411640,A group of two people waiting to cross the street under an umbrella.,0,0
212573,414886,Two people under an umbrella standing in the rain. ,0,0
212573,416080,2 people (a very tall person in a jacket and kilt and a short old man) standing in the rain under a very small black umbrella on a city corner ,0,0
212573,417304,Two men standing at a street in the rain.,0,1
212573,417505,A man and a woman stand under an umbrella at a street crossing on a rainy day.,1,1
89697,685563,The man is sitting on the arm of a bench near a woman.,0,1
89697,686499,a couple of people are sitting on a wood bench,0,0
89697,686517,A man and woman sitting on top of benches.,1,1
89697,690987,A black and white photo of a couple sitting on two park benches.,0,0
89697,695262,this woman is sitting on a wood bench,1,0
261732,471097,a man with a racket hits a tennis ball ,0,1
261732,473713,"A male tennis player jumping in the air while swinging his tennis racket, on a hard surface court, with a scoreboard behind him.",0,1
261732,474205,A man swinging a racket at a tennis ball on a tennis court.,0,1
261732,475084,a tennis player jumps up to hit a ball on a tennis court,0,0
261732,477025,A man jumping up on a blue tennis court with a black tennis racket in his hand. ,0,1
482917,5509,"A dog sitting between its masters feet on a footstool watching tv
",0,0
482917,5689,A dog between the feet of a person looking at a TV.,0,0
482917,6745,A dog and a person are watching television together.,0,0
482917,7237,A person is sitting with their dog watching tv.,0,0
482917,13606,"A man relaxing at home, watching television with his dog.",0,1
409198,68822,Man on a marked field holding a frisbee in his hand. ,0,0
409198,69197,A man holding a frisbee prepares to throw it.,0,1
409198,69788,A young man holding a white ball while running through a field.,0,1
409198,82115,A man playing disk frizbe in a park.,0,1
409198,89216,A man in a white shirt and a red hat catches a white frisbee.,0,1
491130,600380,A man riding a snowboard on top of a snow covered slope.,0,1
491130,601397,A man on a snowboard doing a jump ,0,1
491130,603665,a person is in the air on a snowboard,0,0
491130,604760,a person jumping a snow board in the air ,0,0
491130,608195,A person does a trick on their snowboard on a mountain,0,0
409211,141383,A man standing on a clay tennis court with a racquet.,0,1
409211,145967,A man taking a swing at a tennis ball,0,1
409211,163937,A man about to hit a tennis ball in front of a crowd,0,1
409211,186545,A tennis player strikes the ball with his racket.,0,0
409211,191159,A tennis player taking a swing a the ball during a tennis match.,0,0
319100,322437,A woman and a man sitting on a couch next to each other.,1,1
319100,323853,ai man and a woman playing with a wii,1,1
319100,324210,A man and woman sitting on a couch playing a game.,1,1
319100,324228,"A couple sitting on a couch holding Wii remotes.
",0,0
319100,326493,Two people sitting together on a couch playing wii,0,0
97924,742461,Three people are loading a horse into a horse trailer.,0,0
97924,827225,This is a horse being put into a trailer.,0,0
97924,827558,Three people try to guide a horse into a trailer. ,0,0
97924,828781,Three men are pushing a horse onto the back of a horse trailer.,0,1
97924,828868,Four people trying to get a black horse into the back of a blue and white truck.,0,0
7816,563039,A person on a motor bike travels around a sharp corner.,0,0
7816,564143,A person on a motor bike on a road.,0,0
7816,566030,a rider dressed in white riding a matching white motorcycle ,0,0
7816,567968,A person on a motorcycles driving past a group of people behind a fence.,0,0
7816,568763,A guy on a motorcycle with some people watching.,0,1
327306,779452,"Skateboarder and his shadow, performing the same trick",0,0
327306,783694,A guy on a skate board does tricks on it ,0,1
327306,784675,A skateboarder performing a trick on a ledge.,0,0
327306,786349,A young man skateboarding casts a shadow on the concrete.,0,1
327306,786913,The boy is riding his skateboard outside alone.,0,1
130699,68645,"Several men are playing sports on a field near some trees, wall, bus, and several buildings in the background.",0,1
130699,69167,A bunch of kids on a field play soccer.,0,0
130699,70115,Men playing soccer on a field at dusk.,0,0
130699,70532,People playing a game on green grass in front of a building.,0,0
130699,73847,A group of guys playing a game on a field,0,0
384666,117231,A group of young children riding skis down a snow covered mountain.,0,0
384666,128760,A number of people skiing down ski slopes,0,0
384666,133377,A bunch of children skiing down a slope,0,0
384666,139869,There are some skiers heading down a slope,0,0
384666,142305, A picture of skiers skiing on the snow,0,0
343706,131862,A woman holding her cell phone tucked in a wool cover.,1,0
343706,144699,A cell phone fits snugly in a crocheted phone case.,0,0
343706,152706,A woman has crocheted case for her iPhone. ,1,0
343706,154488,A woman's hand holding a crocheted iPhone cover.,0,0
343706,155901,"It is winter, and this young woman wearing her cold weaterh coat also has her Smartphone in a handknitted sleeve.",1,0
450202,254998,"A plate filled with food sitting next to three glasses.
",0,0
450202,255061,A plate of meats and cheese's next to three wine glasses.,0,0
450202,256579,A table displaying wine glasses and a platter of assorted meats and cheeses.,0,0
450202,264727,A white plate containing sliced ham and cheese sitting on a table next to wine glasses. ,0,0
450202,264760,The wine has been poured and ready to drink,0,0
384670,434988,Two people on a blue and green tennis court.,0,0
384670,437805,Man in yellow top getting ready to play tennis.,0,0
384670,441441,A young man in a yellow shirt preparing to serve in an tennis match.,0,1
384670,442239,A tennis player grabs an extra ball from his pocket.,0,0
384670,443556,Two tennis players on the court and waiting to play.,0,0
360097,470725,A gate is near lots and lots of luggage that is all grouped together in different clusters.,0,0
360097,470818,A pile of luggage sitting up against a white fence.,0,0
360097,471994,"Luggage is sorted into groups, and sits outside the fence for pickup.",0,0
360097,472402,Luggage is arranged in groups  on a concrete  platform. ,0,0
360097,475402,aerial view of suitcases grouped together waiting on a sidewalk,0,0
368294,508670,A woman making cigars in a factory with a pink towel on her head. ,1,0
368294,511799,A woman wearing a pink hair towel working in a factory.,1,0
368294,546596,A man sitting at a desk cutting up a cigar.,0,1
368294,550073,A woman sitting with a washcloth on her head and scissors in her hands. ,1,0
368294,550838,A woman working with a pair of scissors as she makes cigars.,1,0
466602,58772,A snow skier is standing on the snow.,0,0
466602,61958,A person standing in the snow on skies. ,0,0
466602,65876,Small child standing on his skis in the snow. ,0,0
466602,66635,A cross country skier stretches on an open field of snow.,0,0
466602,67847,A little girl looking down the hill with her skies.,1,0
548524,736907,The person is surfing through the long wave in the ocean. ,0,0
548524,741446,A person using a surfboard in a large body of water.,0,0
548524,825367,A surfer stands riding down the side of a small wave. ,0,0
548524,827287,A man riding a long wave in the ocean.,0,1
548524,828873,A lone surfer is on the water riding the waves.,0,0
24243,274393,The girl is sitting inside the broken fridge on the side of the road. ,1,0
24243,274675,"Two ladies seated with cups of drinks, one smoking while the other seated inside a fridge",0,0
24243,276595,"A person sitting in an old refrigerator on the sidewalk, drinking beer.",0,0
24243,281410,A woman with a beer sits inside a refrigerator on the footpath,1,0
24243,281953, a woman smoking a cigarette near a girl sitting inside of a refridgerator.,1,0
523957,778146,A guy is skateboarding through cones on a street.,0,1
523957,782328,A skateboard going around cones in a skateboard competition. ,0,0
523957,782451,Man on long board skating down steep road,0,0
523957,784545,Skate boarders are running a track with cones.,0,0
523957,786111,a Skateboarder weaving in and out of cones,0,0
220858,213686,A rowboat with paddles and no passengers is on the beach.,0,0
220858,215231,a white red and gray boat some people a bird and some water,0,0
220858,218453,A small white boat floating on the shore of a lake.,0,0
220858,223682,A boat is on the beach while two men dig in the sand in the distance.,0,1
220858,228092,Row boat at the beach's edge ready to go.,0,0
81594,713169,A woman holding an umbrella while standing on top of a wooden deck.,1,0
81594,718194,A woman with an umbrella standing on a deck. ,1,0
81594,719583,a woman is holding a black umbrella and smiling,1,0
81594,720408,A woman holding an umbrella near a sculpture.,1,0
81594,720777,a woman holding an umbrella next to a wall ,1,0
179898,181540,A little kid holding up two hot dogs in buns.,0,0
179898,191695,A boy standing in front of his class holding a hot dog in each hand.,0,1
179898,196327,A child is holding two hot dogs up to the photographer.,0,0
179898,200068,A kid is holding two hot dogs in a room of kids.,0,0
179898,207856,A young boy is holding a couple of hotdogs,0,1
97988,376461,"Man standing under banner that reads ""Run for Rights""",0,0
97988,382365,A man standing underneath a marathon sign in the grass,0,1
97988,383091,A guy smiling while standing under a run for rights banner.,0,1
97988,385473,A man in racing gear and number under a banner.,0,1
97988,387624,"A runner poses beneath a ""Run for Rights"" sign in a green city park. ",0,0
581317,182888,A woman holding a small item in a field.,1,0
581317,183788,Woman in purple shirt examines her cellphone in the open field.,0,0
581317,186059,Woman standing in a field of grass trying to use her cell phone.,0,0
581317,186986,Young lady standing in an open field with a cell phone in her hand.,1,0
581317,187643,Looking at beautiful scenery through the lens of a phone camera.,0,0
245448,288278,A man standing with his motorcycle outside of a repair shop.,0,1
245448,289085,A man standing next to a motorcycle talking to several other men wearing yellow vests. ,0,1
245448,290348,Several men stand outside around a motorcycle. ,0,1
245448,292295,A man standing next to a parked motorcycle.,0,1
245448,292580,Men in neon vests are in a parking lot with a motorcycle.,0,0
360137,87364,A person leaning up against a metal rail while holding a rainbow colored umbrella.,0,0
360137,92221,A person is sitting under a colorful umbrella.,0,0
360137,102310,A person with a rainbow umbrella looking at the ocean,0,0
360137,118723,A person holding a multicolored umbrella looking at a body of water.,0,0
360137,140104,an image with a person holding an umbrella,0,0
548555,681968,There is a chili dog in the bun.,0,0
548555,687884,there is a long hot dog that has toppings on it,0,0
548555,690044,A plate with a hot dog covered in chili on it.,0,0
548555,691082,A chili dog on a homemade bun is worth the wait.,0,0
548555,691628,A person holding a chili hot dog on a napkin.,0,0
491213,351133,A motorcycle of some sort parked somewhere during the day.,0,0
491213,351352,A black motorcycle on street in front of a grey sports car.,0,0
491213,352687,A motorcycle and a vintage Mustang car parked at a curb.,0,0
491213,353356,A motorcycle sitting in front of a classic Ford Mustang Car.,0,0
491213,353773,a black motorcycle parked on the road in front of a car,0,0
155341,577968,The street is blocked by a truck and a crane.,0,0
155341,579000,A car and a large truck on a city street.,0,0
155341,580662,The small maroon car drives near two large trucks.,0,0
155341,584292,A car sitting in the middle of the road near a construction vehicle.,0,0
155341,587064,A red car on street with utility vehicles in background.,0,0
319184,182616,Two people playing a game of frisbee in a field.,0,0
319184,185103,Children playing and standing around in a green field.,0,0
319184,187371, This is a picture of some friends playing frisbee in the park.,0,0
319184,188220,Two people in an open field are playing with a frisbee.,0,0
319184,190611,some players are playing frisbee on a grass field,0,0
286422,447196,Couple on sailboat with dog on open waters.,0,0
286422,447586,Two people and a dog on a sail boat with the mast down.,0,0
286422,447796,People and a dog are on a sail boat on a lake.,0,0
286422,451345,A sailboat in a river with people and a dog on it. ,0,0
286422,452407,Two people and a dog are on a sailboat.,0,0
311002,168918,A batter prepares to hit a baseball that has just been thrown.,0,0
311002,274521,A man holding a baseball bat during a baseball game.,0,1
311002,275559,"A pitcher, batter and catcher during a baseball game.",0,0
311002,276015,A batter at the plate during a baseball game.,0,0
311002,286857,A pitcher throws a baseball to a batter.,0,0
138979,457027,A large white bus sitting in front of a tall building.,0,0
138979,460969,An SUV is driving past a city bus that is letting passengers on.,0,0
138979,467791,A bus is stopped to let a passenger get on.,0,0
138979,468346,A bus boarding at a curb near a drug store. ,0,0
138979,818850,a bus stops to load and unload passengers,0,0
474854,58108,a person eating a banana sitting at a table,0,0
474854,60547,A man sitting down with his mouth full holding a partially eaten banana.,0,1
474854,60919,a man sitting in a chair and eating a donut outside near some shrubbery.,0,1
474854,68074,A man eating a banana and smiling at the camera,0,1
474854,69559,A boy is sitting and eating a banana while smiling.,0,1
425702,35028,A man holding a surfboard walking on a beach next to the ocean.,0,1
425702,39696,A surfer walking on a beach holding a surfboard.,0,0
425702,41595,A man walking on the beach carrying a surfboard.,0,1
425702,43230,A lone surfer carries his board next to the shore.,0,0
425702,47868,A person walking along the beach with a surfboard.,0,0
163562,159236,The young man is holding a clear Frisbee.,0,1
163562,159962,Person standing near the water with a red disc in hand.,0,0
163562,162791,a close up of a person standing holding a frisbee,0,0
163562,163061,A man standing on a hillside next to a lake holding frisbee.,0,1
163562,168317,A man standing by the ocean with something in his hand.,0,1
581357,443957,Skate boarder hang time with young man appearing to streak though the air.,0,1
581357,444953,Teenager doing stunts with a skateboard at a skateboard park.,0,0
581357,446903,a person jumping a skate board in the air ,0,0
581357,457826,A young skateboarder seems to be high in the air. ,0,0
581357,821917,A boy doing a mid air trick on his skateboard.,0,1
122606,327598,A bus going to crosstown parked on side of road.,0,0
122606,331804,A bus that is on the side of the road.,0,0
122606,332461,A front shot of a Crosstown bus is parked on the side of the road. ,0,0
122606,334753,A bus parked to the side of an empty road.,0,0
122606,335257,A white bus with bicycle rack parked on the side of a street.,0,0
171757,797009,a couple of people that are standing up in a room,0,0
171757,802013,a group of people listening to music or possible playing video games,0,0
171757,804281,The group of people are really into the game.,0,0
171757,804731,A group of people are socializing in a room.,0,0
171757,807641,A group of people standing inside of a living room.,0,0
515828,739272,A woman prepares to serve a tennis ball.,1,0
515828,739461,A woman holding up a tennis racket during a match.,1,0
515828,742473,A woman holding a tennis racket in her hand.,1,0
515828,826220,A woman looks up to hit a ball in a tennis match.,1,0
515828,827833,"A woman holding a tennis racket, playing tennis on a tennis court.",1,0
229111,539556,A boy holding two remotes in a room,0,1
229111,540009,A young boy holding a Nintendo Wii game controller next to a lego controller.,0,1
229111,543603,A boy holding a video game remote next to a remote he made with legos.,0,1
229111,543996,a boy holds up a homemade game controller,0,1
229111,544068,a boy holding a lego wii mote to a real wii mote,0,1
433915,417009,A double image of a comedian and a singer on the television screen.  ,0,0
433915,417945,A video screen with faces of a couple of guys on it.,0,0
433915,419316,Stephen Colbert on TV doing an interview with Paul McCartney.,0,0
433915,419478,A picture of a tv screen with two faces overlapping ,0,0
433915,420747,The TV has two men merged together on it.,0,1
343803,416947,A man has a frisbee in his hand and is standing up. ,0,1
343803,417568,A young man holding a Frisbee in a throwing position.,0,1
343803,418342,A young man playing out side with a disc.,0,1
343803,419653,The young man in jeans is throwing a Frisbee.,0,1
343803,423073,A person on field with a Frisbee in their hand.,0,0
540414,209426,A group of people are sitting outside an outdoor market.,0,0
540414,209927,Vendors selling various fresh foods at an outdoor market,0,0
540414,212204,The people are sitting and standing at the event in the street.,0,0
540414,212900,People are gathering at an outdoor food market.,0,0
540414,212918,Group of people enjoying food at a market.,0,0
253695,424092,"A baseball player holds his glove in the air, waiting to catch a ball.",0,0
253695,425877,outfield baseball player looking up to catch fly ball,0,0
253695,428289,A professional baseball player with his glove out.,0,0
253695,431319,A man in white baseball uniform on a grassy field.,0,1
253695,436314,a close up of a baseball player catching a ball,0,0
